tokenId,L01,L02,L03,L04,L05,L06,L07,domain,color,replceable,replaced,,
4224,21,14,8,10,20,17,14,0,6,3,,,
4225,20,4,21,23,24,18,22,2,0,4,,,
4226,17,21,7,22,3,17,16,1,8,4,,,
4227,18,17,14,12,7,24,1,3,0,3,,,
4228,12,1,12,11,13,13,1,2,6,2,,,
4229,15,4,2,15,21,24,19,3,4,4,,,
4230,9,18,21,12,5,24,20,3,6,4,,,
4231,16,5,18,9,5,9,8,2,6,1,,,
4232,6,11,5,19,8b,14,2b,2,0,3,"L07E002,L05E008",,
4233,4,8,1,11,19,2,15,0,4,2,,,
4234,8b,1,23,4,1,24,4b,0,6,3,"L07E004,L01E008",,
4235,8,4,8,6,6,7,14,2,3,4,,,
4236,7,11,21,5,4,1,17,1,9,2,,,
4237,12,18,16,21,7,1,9,1,9,2,,,
4238,23,23,13,17,16,12,13,3,2,1,,,
4239,17,5,7,10,24,22,18,1,4,3,,,
4240,12b,14,21,23,1,14,15,3,7,1,L01E012,,
4241,12,16,22,18,11,6,17,3,9,3,,,
4242,4,12,6,15,2,22,5,2,3,3,,,
4243,15,8,13,3,18,21,11,0,7,2,,,
4244,17,5,16,13,14,5,20,3,7,3,,,
4245,23,24,16,20,5b,10,22,0,1,1,L05E005,,
4246,23,12,12,23,3,1,14,3,3,3,,,
4247,1,15,9,14,21,23,17,0,6,3,,,
4248,21,13,10,19,15,13,23,1,4,2,,,
4249,9,15,11,19,24,17,15,2,8,3,,,
4250,23,1,17,10,4,22,3,3,9,1,,,
4251,8,22,18,15,17,9,2,1,8,3,,,
4252,11,8,7,13,14,1,20,3,7,2,,,
4253,16,24,21,12b,1,9,3,2,3,1,L04E012,,
4254,4,20,4,10,13,10,8,3,6,2,,,
4255,2,15,1,9,18,20,9,0,1,1,,,
4256,16,5,6,24,12,2,14,1,4,2,,,
4257,13,24,22,1,14,4,18,0,7,3,,,
4258,6,14,1,22,24,1,10,1,3,2,,,
4259,21,19,21,1,14b,19b,18,2,4,2,"L06E019,L05E014",,
4260,3,20,12b,18,10,2,22,2,0,1,L03E012,,
4261,22,17,21,22,5,4,12,1,4,3,,,
4262,5,15,13,23,15,4,21,0,9,0,,,
4263,6,17,3,10,7,16,10,0,8,1,,,
4264,13,6,4,14,4,4,7,0,2,2,,,
4265,9,19,10,4,9,1,7,0,6,0,,,
4266,6,5,7,3,21,1,20,0,0,2,,,
4267,7,8,24,20,8,1,10,1,3,2,,,
4268,11,2,20,20,15,4,7,0,3,0,,,
4269,2,12,15,9,15,15,4,3,2,4,,,
4270,11,2,15,17,10,7,14,3,4,2,,,
4271,13,17,8,17,9,23b,13,3,5,1,L06E023,,
4272,18,11,11,1,3,21b,19,1,3,1,L06E021,,
4273,10,22,4,7b,23,17b,4b,1,8,3,"L07E004,L06E017,L04E007",,
4274,12,15,6,14,24,4,12,0,9,3,,,
4275,2,9,12,3,12,11,23,0,3,4,,,
4276,18,12,24,11,13,7,8,1,2,2,,,
4277,22,24,3,16,17,16,6,3,8,2,,,
4278,24,4,2,9,13,3,7,0,6,2,,,
4279,8,12,18,1,8,15,16,3,6,4,,,
4280,13,7,7,20,2,20,21,1,3,0,,,
4281,10,10,16,20,1,18,23,0,7,2,,,
4282,14,12,19,22,6,24,3,0,1,3,,,
4283,14,1,16,4,7b,9,19,1,5,1,L05E007,,
4284,17,7,22,18,11,4,4,2,5,3,,,
4285,17,2,11,21,13,23,2,2,2,3,,,
4286,4,5,4,23,19,12,7,1,8,4,,,
4287,5,11,3,14,11,6b,22,0,0,1,L06E006,,
4288,9,7,3,18,17,3,24,3,4,0,,,
4289,12,23,20,8,4,15,10,1,3,3,,,
4290,6,5,16,24,10,17,16,3,6,2,,,
4291,11,22,2,13,3,4,2,2,4,2,,,
4292,10,9,1,13,8,4,1,0,6,1,,,
4293,2,21,15,4,5,15,3,1,7,4,,,
4294,18,5,22b,3,18,22,8,3,0,1,L03E022,,
4295,15,21,21,15,4,6b,12b,0,5,4,"L06E006,L07E012",,
4296,22,19,10,11,22,10,1,3,7,1,,,
4297,6,18,7,19,6,3,2,3,6,2,,,
4298,4,3,22,5,8,18,15,3,3,4,,,
4299,6,14,1,7,8,2,15,2,5,2,,,
4300,10,9,7,23,20,18,6,3,5,3,,,
4301,9,18,2,4,24,24,13,3,8,2,,,
4302,17,11,17,1,22,19,18,2,0,4,,,
4303,24,4,15,22,7,16,11,0,0,4,,,
4304,19,22,24,22,21,19,18,3,6,4,,,
4305,3,13,2,21,3,7,10,2,2,1,,,
4306,20,16,24,5,11,23,12,2,1,3,,,
4307,9,4,20,4,5,18,15,1,5,3,,,
4308,9,10,14,10,15,10,16,1,5,0,,,
4309,13,5,15,21,17,20,24,3,9,0,,,
4310,2b,10,23,15,3,2,7,2,9,1,L01E002,,
4311,20,7,9,22,23,14,15,0,9,2,,,
4312,21,16,19,21,2,12b,21,1,1,1,L06E012,,
4313,5,16,5,14,5,10,11,2,2,1,,,
4314,18,4,18,8,23,5,2,2,3,2,,,
4315,21,20,22,15,1,15,12,2,7,3,,,
4316,14,20,8,23,9,19,4,0,5,2,,,
4317,2,5,12,24,15,4,12,0,5,4,,,
4318,14,18,3,24b,16,8,17,3,1,1,L04E024,,
4319,7,18,23,7,1,10,23,2,2,3,,,
4320,9,6,14,16,12,24,24,3,1,2,,,
4321,14,23,5,6,15,8,9,1,9,0,,,
4322,24,23,1,16,15,22,13,1,6,2,,,
4323,17,9,22,16,15,11,12,0,4,4,,,
4324,20,20,5,5,22,10,23,1,8,3,,,
4325,1,2,7,8,9,19,13,1,2,2,,,
4326,24,2,21,14,13,9,2,1,6,2,,,
4327,2,22,22,18,21,16,3,2,4,4,,,
4328,12,10,11,8,19,10,7,1,4,2,,,
4329,20,3,24,12,12,19,17,1,7,3,,,
4330,20,16,6,18,15,2,2,0,5,2,,,
4331,20,4,2,11,3,7,11,2,4,3,,,
4332,20,6,19,12,9,8,18,2,4,3,,,
4333,14,6,12,2,14,6,3,2,9,4,,,
4334,8,5,23,17,6,3,18,3,8,2,,,
4335,18,23,20,2,10,7,10,3,1,2,,,
4336,20,24,15,24,16,4,7,3,2,2,,,
4337,6,5,4,5,18,6,24,1,8,2,,,
4338,16,19,21,7,22,14,13,1,7,2,,,
4339,14,19,1,21,15,3,18b,1,8,1,L07E018,,
4340,21,15,3,14,20,7,11,2,4,2,,,
4341,3,11,24,13,8,1,23,3,9,2,,,
4342,21,24,6,3,8,17,20,0,9,3,,,
4343,10,20,17,12,1,24,7,1,4,2,,,
4344,17,6,15,15,23,11,13,3,5,2,,,
4345,13,15,19,10,1,3,5,3,1,1,,,
4346,17,14,22,9,1,18,10,2,4,3,,,
4347,8,18,12,1,16,12,14,2,2,4,,,
4348,10,20,16,11,22b,22,9,2,0,1,L05E022,,
4349,14,2,23,13,10,9,11,0,4,0,,,
4350,16,13,18,1,20,7,17,1,8,2,,,
4351,2,15,24,12,23,22,23,3,6,3,,,
4352,14,4b,22b,23,6,23b,4,0,2,2,"L03E022,L06E023,L02E004",,
4353,4,21,1,23,15,20,5,2,1,3,,,
4354,21,4,23,2,18,13,15,1,1,2,,,
4355,10,23,11,3,6,16,24,3,8,0,,,
4356,23,13,16,10,24b,5,16,2,6,1,L05E024,,
4357,23,7,12b,18,15,5,19,1,4,1,L03E012,,
4358,11,13,20,19,13,23,9,2,5,2,,,
4359,20,22,19,22,22,20,13,1,3,4,,,
4360,7,11,11,9,5,1,20,1,9,3,,,
4361,4,20,4,15,2,22,19,0,9,2,,,
4362,1,3,19,8,17,9,12,0,2,2,,,
4363,1,6,23,21,9,21,14,3,4,3,,,
4364,13,2,10,12,4,9,1,0,2,2,,,
4365,21,23,9,3,9,9,9,2,4,0,,,
4366,2,11,10,17,7,16,7,0,8,2,,,
4367,2,20,8,3,7,5,6,3,7,3,,,
4368,21,8,18,13,14,3,3,3,4,1,,,
4369,10,4,15,4,24,8,2,0,4,3,,,
4370,23,18,21,17,15,10,18,0,2,1,,,
4371,13,17,23,6,11,16,15,3,2,0,,,
4372,11,17,17,23,2,16,3,3,5,0,,,
4373,11,15,18,14,12,8,2b,2,1,1,L07E002,,
4374,9,14,2,8,23,22,12b,0,4,1,L07E012,,
4375,2,6,12,11,5,11,21,3,4,4,,,
4376,8,4,24,14,18,7,16,1,9,3,,,
4377,20,6,23,9,24,2,1,3,3,2,,,
4378,19,24,21,14,13,6,6,0,7,2,,,
4379,14,10,12,11,24,20,19,3,9,2,,,
4380,12,7,4b,21,8,2,14b,2,7,3,"L03E004,L07E014",,
4381,20b,12,11,7b,3,9,12,2,4,4,"L04E007,L01E020",,
4382,24,4,2,18,13,19,10,0,0,3,,,
4383,1,3,5,19,23,8,3,2,6,2,,,
4384,3,24,7,17,11,24,14,3,9,2,,,
4385,19,7,2,21,20,18,14,2,6,3,,,
4386,8,20,5,1,8,17,14,0,0,4,,,
4387,14,14,8,12,6,1,23,1,7,2,,,
4388,12,20,7,2,16,18,12,2,2,4,,,
4389,24b,15,16,2b,12,3,3,2,5,1,"L01E024,L04E002",,
4390,17,8,5,5,8,24,14,2,8,4,,,
4391,18,1,1,9,3,6,18,3,2,2,,,
4392,20,4,3,23,11,21,9,2,5,3,,,
4393,9,13,11,13,7,10,23,3,2,2,,,
4394,15,11,12,23,11,11,21,2,6,3,,,
4395,2,24,23,14,20,14,17,3,2,2,,,
4396,17,6,21,21,15,2,8,3,7,1,,,
4397,17,3,5,24,24,11,1,2,8,4,,,
4398,12,20,16,14,1,18,22,3,2,2,,,
4399,20,16,6,23,10,10,17,2,1,1,,,
4400,17,16,16,3,20,23,23,2,8,4,,,
4401,23,9,9,1,21,1,16,3,2,1,,,
4402,20,11,17,21,10,20,15,3,7,1,,,
4403,9,20,7,15,3,19b,21,2,4,1,L06E019,,
4404,21,8,4,6,3,17,10,0,5,2,,,
4405,12,10,4,21,22,6,17,2,5,4,,,
4406,1,20,5,16,6,11,16,1,8,3,,,
4407,15,10,12,19b,20b,1,5,2,1,4,"L05E020,L04E019",,
4408,1,1,21,24,24,5,11,0,3,3,,,
4409,7,20,23,21,8,13,3,2,0,2,,,
4410,23,22,3,24,15,24,1,2,0,3,,,
4411,24,24,21,2,10,17,24,1,3,3,,,
4412,2,3,23,2,7,16,4,3,4,4,,,
4413,7,22,18,24,2,13,4,0,2,4,,,
4414,6,11,13,17,4b,5,8,0,1,1,L05E004,,
4415,18,6,21,15,11,15b,17,2,8,1,L06E015,,
4416,24,9,13,2,4,17,9,1,3,4,,,
4417,18,20,22,3,2,19,23,0,1,3,,,
4418,12,20,20,20,1,10,16,0,6,1,,,
4419,12,6,1,18,5,23,16,1,9,3,,,
4420,7,21,21,16,11,12,22,1,9,4,,,
4421,17,3,13,4,23,11,7,2,2,2,,,
4422,1,8,3,24,24,14,1,3,9,3,,,
4423,17,14,2,8,17,11,1,2,3,2,,,
4424,3,3,4,18,23,23,13,1,4,2,,,
4425,5,4,12,10,17,15,11,1,7,3,,,
4426,14,18,7,23,14,17,23,1,8,3,,,
4427,22,11,24,12,4,8,9,1,1,2,,,
4428,7,21,22,20,20,1,16,2,5,4,,,
4429,17,9,21,22,10,10,17,0,3,2,,,
4430,16,17,9,14,15,6,4,2,8,2,,,
4431,24b,6,19,21,9,8,17,0,6,1,L01E024,,
4432,4,16,9,8,3,24,12,0,9,3,,,
4433,12,19,12,11,6,22,8,0,8,2,,,
4434,17b,1,6,5,15,14,10,2,9,1,L01E017,,
4435,22,13,24,6,14,9,11,3,1,1,,,
4436,1,4,10,1,6,21,6,2,7,4,,,
4437,6,22,14,6,8,22,16,3,2,2,,,
4438,18,23,4,24,10,24,19,3,1,3,,,
4439,19,22,5,11,12,20,13,2,2,1,,,
4440,16,2,10,10,10,16,9,2,6,0,,,
4441,13,11,19,12,5,17,3,3,2,3,,,
4442,18,10,13,23,5,21,18,2,2,3,,,
4443,16,14,12b,8,19,18b,21,2,4,3,"L06E018,L03E012",,
4444,3,16,13,22,1,3,10,2,8,1,,,
4445,12,6,10,6,12,9,18,2,0,2,,,
4446,3,21,12,3,6,22,16,1,3,2,,,
4447,2,18,1,24,21,3,19,2,2,3,,,
4448,12,14,16,17,8,16,9,3,2,2,,,
4449,1,3,22,14,8,9,9,3,3,3,,,
4450,11,18,7,8,1,11,19,3,1,1,,,
4451,23,6,4b,17,11,10,10,1,2,1,L03E004,,
4452,23,5,10,22b,3,23,4b,3,0,3,"L04E022,L07E004",,
4453,3,5,8,13,8b,14,13,1,9,1,L05E008,,
4454,2,20,4,5,13,12,14,3,6,4,,,
4455,23,10,2,2,6,10,8,1,2,1,,,
4456,24,17,24,16,8,20,7,3,8,3,,,
4457,13,16,8,8,21,4,9,1,7,1,,,
4458,7b,16,20,6,24b,17,9,1,8,3,"L05E024,L01E007",,
4459,7,9,10,14,12,20,15,2,0,1,,,
4460,16,3,16,12,3,5,11,1,4,1,,,
4461,4,17,14,22,7,18,14,3,6,4,,,
4462,4,9,19,15,17,24,11,3,2,2,,,
4463,3,14,11,2,11,16,8,1,2,1,,,
4464,15,20,15,7,22,20,1,0,0,3,,,
4465,23,18,2,5,20,19,7,3,1,2,,,
4466,12,10,10,9,12,5,3,1,1,1,,,
4467,23,6,22,10,20,16,15,1,9,2,,,
4468,1,3,3,4,20,24,18,2,7,4,,,
4469,19,5,10,11,10,15,6,1,5,2,,,
4470,14,19,4,12,3,19,22,1,6,3,,,
4471,24,16,24,6,8,10,3,0,4,2,,,
4472,17,16,23,17,8,21,23,1,1,4,,,
4473,2,24,10,2,12,2,17,2,4,2,,,
4474,17b,5,10,21,10,4,1,3,2,1,L01E017,,
4475,21,16,7,10,18,23,24,3,9,1,,,
4476,13,16,24,4,21,1,10,3,1,1,,,
4477,19,15,16,10,22b,1,21,1,9,1,L05E022,,
4478,1,11,17,20,13,23,24,2,5,2,,,
4479,19,16,19,5,22,3,24,2,8,1,,,
4480,14,14,2,21,2,16,1,1,8,0,,,
4481,7b,19,16,4,9,3,19,0,6,1,L01E007,,
4482,9,16,15,6,4,16,5,0,4,2,,,
4483,22,12,19,11,7,8,15,2,2,2,,,
4484,2,16,18,6,12,1,17,1,3,1,,,
4485,18,21,13,2,12,4,21,3,7,2,,,
4486,13,16,18,17,8,8,9,2,0,1,,,
4487,17,18,12,18,11,18,2,3,7,4,,,
4488,10,6,4,16,4,12,2,1,6,4,,,
4489,7,19,3,13,14b,12b,8,2,3,3,"L06E012,L05E014",,
4490,9,6,8,5,7b,10,10,2,0,1,L05E007,,
4491,12,3,24,9,10,10,22,2,7,1,,,
4492,12,12,4,20,9,9,11,0,6,3,,,
4493,24,15,21,10,7,17,21,1,8,3,,,
4494,20,7,13,14,16,9,13,0,3,1,,,
4495,10,15,16,16,13,21,4,2,0,3,,,
4496,22,18,3,21,20,6,11,2,5,2,,,
4497,8,13,12,2,7,5,20,0,6,4,,,
4498,10,14,22,17,2,1,19,2,6,1,,,
4499,6,24,2,15,13,1,14,2,1,1,,,
4500,7,3,14,15,22,20,17,0,8,2,,,
4501,10,13,16,5,5,17,18,3,3,3,,,
4502,10,22,17,16,21,2,14,2,8,4,,,
4503,22,3,1,1,19,6,21,1,8,2,,,
4504,4,3,21,15,10,15,11,1,8,2,,,
4505,13,13,5,1,24,19,14,3,3,3,,,
4506,13,7,1,8,7,10,12,2,7,2,,,
4507,22,21,11,11,11,8,13,0,7,1,,,
4508,14,20,7,23,21,18,18,0,2,3,,,
4509,12,12,6,13,8,2,16,0,3,3,,,
4510,13,10,15,7,19,16,5,0,8,3,,,
4511,21,6,18,3,13,9,14,1,0,1,,,
4512,17,1,13,10,9,16,24,3,6,1,,,
4513,20,3,18,6,7,3,23,1,1,3,,,
4514,3,2,12,2,4,22,16,2,3,3,,,
4515,10,16,23,8,23,20,24,3,7,0,,,
4516,9,10,3,16,4,15,12,2,9,4,,,
4517,17,15,12,11,24,3,23,1,2,4,,,
4518,3,18,18,15,23,21,11,1,2,1,,,
4519,24,13,1,4,23,17,8,2,0,2,,,
4520,3,14,2,13,12,18,23,2,0,2,,,
4521,6,8,13,1,5,12,20,1,2,3,,,
4522,12b,22,21,8,15,19b,16,1,3,3,"L01E012,L06E019",,
4523,9,20,5,6,18,8,16,0,7,0,,,
4524,8b,10,13,2,5b,7,11,2,2,3,"L05E005,L01E008",,
4525,3,22,24,20,9,3,22,2,5,1,,,
4526,17,24,4,1,2,7,7,0,1,3,,,
4527,6,19,11,17,3,10,12b,3,6,1,L07E012,,
4528,1,5,22,5,21,22,5,0,4,4,,,
4529,3,1,21,12,21,4,13,2,9,2,,,
4530,6,11,21,17,17,7,16,2,2,1,,,
4531,12,2,13,13,4,2,22,2,5,2,,,
4532,17,8,4,10,9,17,13,1,4,3,,,
4533,7,17,8,24,13,9,17,0,6,2,,,
4534,23,20,2,7,4,4,17,1,6,2,,,
4535,14,23,12,2,15,14,7,1,1,2,,,
4536,4,3,10,2,1,5,3,1,0,2,,,
4537,13,9,16,7,10,9,11,0,8,1,,,
4538,8,19,14,6,7,15,22,3,7,3,,,
4539,6,6,18,3,12,19,9,2,4,1,,,
4540,17,14,9,19,22,19,8,2,9,4,,,
4541,3,18,10,2,1,11,16,1,4,2,,,
4542,22,11,14,4,8,15,5,2,0,3,,,
4543,5,9,24,13,5b,16,22,3,8,1,L05E005,,
4544,3,15,17,18,13,4,2,2,5,1,,,
4545,23,1,7,6,20,18,19,3,5,2,,,
4546,1,19,18,17,5,6,10,3,4,3,,,
4547,9,6,7,19,17,17,24,1,1,2,,,
4548,7b,18,4,22b,21,16,17,3,9,4,"L04E022,L01E007",,
4549,10,9,4,7,7,16,2,1,9,4,,,
4550,5,14,15,16,12,16,9,0,0,1,,,
4551,3,7,3,20,2,21,8,0,0,1,,,
4552,15,15,19,9,6,18,8,1,9,2,,,
4553,1,18,1,15,16,6,2,1,5,3,,,
4554,1,17,1,22,4,19,2,3,7,4,,,
4555,15,6,14,14,8,13,14,0,3,3,,,
4556,22,24,14,19,24,10,5,0,6,3,,,
4557,19,21,6,22,21,15,6,2,8,4,,,
4558,23,18,20,18,3,15,2,3,4,2,,,
4559,3,17,18,9,23,23b,13,0,4,1,L06E023,,
4560,6,12,15,24,13,1,10,0,5,2,,,
4561,1,4,17,24,14,21,12,2,2,4,,,
4562,17,18,22,11,12,2,4,3,4,3,,,
4563,23,18,8,1,7b,1,1,3,3,1,L05E007,,
4564,20,12,19,2,17,19,1,0,4,4,,,
4565,3,4,22,10,22,16,1,2,9,3,,,
4566,3,12,8,12,15,2,15,2,0,2,,,
4567,19,12,3,9,16,19,4,0,7,3,,,
4568,16,6,11,13,1,22,3,3,4,0,,,
4569,23,6,24,19,1,11,3,3,4,2,,,
4570,11,11,24,21,20,15,14,0,1,3,,,
4571,22,17,8,11,12,3,10,0,2,0,,,
4572,11,9,22b,22b,22,19,4,1,8,4,"L03E022,L04E022",,
4573,3,23,19,6,5,20,1,0,9,1,,,
4574,17,10,14,6,20,12,15,3,2,3,,,
4575,1,14,2,12,11,24,11,1,2,3,,,
4576,21,12,22,17,18,17,6,2,3,4,,,
4577,2,2,8,8,21,15,19,3,1,3,,,
4578,20,21,23,15,22,21,18,0,1,4,,,
4579,2,13,24,10,9,11,17,2,7,2,,,
4580,24,8,12,8,21,17,4,2,7,4,,,
4581,14,18,17,14,6,10,24,3,1,0,,,
4582,16,15,23,9,15,16,16,1,6,0,,,
4583,24,22,5,5,14,8,24,1,9,3,,,
4584,9,3,3,20,16,12,5,1,0,2,,,
4585,11,10,17,15,19,9,18,3,5,2,,,
4586,12,17,7,16,22,12,9,2,9,4,,,
4587,1,19,12,22,15,10,1,1,2,3,,,
4588,8,20,8,22,24,16,18,3,9,4,,,
4589,21,11,4,18,12,17,6,0,7,3,,,
4590,14,12,5,21,3,5,23,2,2,2,,,
4591,21,11,12,9,4,13,2,3,2,3,,,
4592,13,10,21,2,10,8,9,2,0,1,,,
4593,14,2,1,5,15,19,12,1,8,2,,,
4594,8,12,14,17,19,4,21,1,6,3,,,
4595,13,13,10,11,10,15,5,1,4,2,,,
4596,9,1,9,12b,6,10,17,1,9,1,L04E012,,
4597,10,17,19,23,19,10,2,1,8,2,,,
4598,1,3,21,2,9,9,24,0,3,2,,,
4599,5,10,7,24,15,18,12,3,1,3,,,
4600,24,4,21,10,3,4,13,1,6,2,,,
4601,21,17,11,20,20b,9,22,2,9,1,L05E020,,
4602,17,2,10,2,6,1,23,0,5,3,,,
4603,9,5,24,8,24,17,18,2,1,3,,,
4604,5,13,23,9,13,4,11,3,7,0,,,
4605,19,4,16,14,11,19,22,0,0,2,,,
4606,1,18,1,14,2,21,22,0,2,2,,,
4607,12,12,21,4,22,1,2,2,7,4,,,
4608,9,21,4,6,7,15,10,3,9,4,,,
4609,4,19,5,18,8,15,3,3,0,3,,,
4610,4,8,14,18,21,4,9,2,3,2,,,
4611,21,12,16,9,9,21,10,0,8,2,,,
4612,15,15,15,1,1,12,8,3,4,2,,,
4613,18,3,24,14,3,24,9,1,2,1,,,
4614,5,23,8,24,10,5,20,2,3,2,,,
4615,13,2,15,23,18,19,14,1,8,2,,,
4616,9,5,18,24,2,14,14,1,6,2,,,
4617,15,21,11,23,5,24,17,3,2,4,,,
4618,18,23,16,18,20,12,9,0,4,2,,,
4619,19,15,10,7,16,13,15,2,8,1,,,
4620,9,4,3,14,24,1,7,3,1,2,,,
4621,1,11,11,2,7,21,16,1,8,4,,,
4622,16,11,2,8,14,2,12,1,9,2,,,
4623,18,20,18,1,7,11,23,0,7,3,,,
4624,1,18,20,24,7,8,24,0,0,3,,,
4625,5,24,21,5,7,23,14,3,9,3,,,
4626,19,1,11,23,13,19,19,3,1,1,,,
4627,20,13,3,20,20,16,5,2,0,3,,,
4628,12,22,4,1,24,8,6,3,5,4,,,
4629,18,16,20,7,2,7,2,1,1,3,,,
4630,17,22,8,12,3,6,7,3,6,4,,,
4631,15,21,6,11,24,5,13,0,4,3,,,
4632,23,4,12,13,18,9,24,0,8,2,,,
4633,9,21,2,19,14,21,19,2,8,4,,,
4634,13,24,24,7,22,6,3,3,0,3,,,
4635,20,12,11,16,19,22,4,2,2,4,,,
4636,15,15,12,3,22,8,8,2,9,3,,,
4637,4,12,23,5,3,23,20,1,4,4,,,
4638,8,11,23,7,18,1,18,0,1,3,,,
4639,6,15,9,10,13,15,16,0,5,1,,,
4640,13,5,10,5,2,19,11,2,6,1,,,
4641,10,23,18,20,1,8,18b,2,1,1,L07E018,,
4642,22,18,5,16,23,16,14,1,1,2,,,
4643,3,8,13,20,22,8,22,3,8,1,,,
4644,18,9,7,24,13,2,5,2,8,2,,,
4645,14,4,13,13,12,24,8,0,1,2,,,
4646,23,5,3,23,23,14,1,2,2,0,,,
4647,6,15,8,19,12,15,15,0,5,2,,,
4648,1,19,11,10,18,7,12,1,8,3,,,
4649,3,23,4,11,10,15,11,1,5,2,,,
4650,8,14,20,19,8,22,17,0,3,3,,,
4651,15,22,5,21,12,16,22,2,9,2,,,
4652,2,5,9,5,8,19,16,2,8,3,,,
4653,4,13,15,17,22,19,1,1,6,3,,,
4654,23,21,18,6,4,7,13,0,8,3,,,
4655,13,20,23,4,2,6,15,1,4,1,,,
4656,10,2,14,18,5,6,22,2,3,2,,,
4657,9,7,8,19,10,24,14,0,8,3,,,
4658,14,11,15,9,16,2,18b,1,4,1,L07E018,,
4659,16,4,13,10,21,21,6,3,7,4,,,
4660,3,11,17,16,8,13,8,0,0,2,,,
4661,20,22,18,7,20,5,4,0,8,4,,,
4662,22,23,13,9,1,5,15,1,1,0,,,
4663,14,3,2,5,2,18,17,0,9,1,,,
4664,18,18,22,12,13,23,4,3,8,4,,,
4665,18,11,15,18,8,21,13,0,1,2,,,
4666,1,6,2,21,24,10,21,0,4,2,,,
4667,18,20,4,4,7,22,24,2,6,2,,,
4668,16,12b,15,6,13,10,3,1,5,1,L02E012,,
4669,15,2,15,24,17,10,22,3,3,2,,,
4670,9,14,5,13,2,18b,24,1,9,1,L06E018,,
4671,12,12,11,17,9,12,17,1,3,3,,,
4672,21,5,19,14,1,19b,8,1,9,1,L06E019,,
4673,8,24,6,20,22,18,7,2,6,3,,,
4674,9,7,11,10,5,15,1,0,7,2,,,
4675,17,10,1,14,20,22,4,3,8,3,,,
4676,22,5,1,9,23,14,20b,2,6,1,L07E020,,
4677,23,23,22,9,13,1,6,0,4,2,,,
4678,23,24,22,23,18,12,18,2,6,3,,,
4679,5,13,14,11,24b,8,17,0,8,1,L05E024,,
4680,2,21,22,1,21,24,24,2,3,4,,,
4681,14,7,6,3,5,23,20,1,9,3,,,
4682,8,14,24,24,2,18,22,0,8,3,,,
4683,5,15,16,4,22,2,12,2,1,2,,,
4684,8,13,11,18,14,18,23,0,3,4,,,
4685,21,20,18,16b,23,20,8,3,9,1,L04E016,,
4686,9,16,7,4,11,12b,8,3,6,1,L06E012,,
4687,24,21,3,13,5,11,4,3,6,4,,,
4688,21,6,17,2,1,17,2,1,8,3,,,
4689,10,10,6,4,5,15,22,0,8,2,,,
4690,7,14,9,3,6,16,1,2,3,1,,,
4691,18,9,20,16,22,21,6,1,0,4,,,
4692,23,11,20,21,6,15,12,3,8,2,,,
4693,15,9,3,14,15,17,2,3,5,3,,,
4694,13,16,15,12b,23,10,8,0,1,1,L04E012,,
4695,19,14,3,9,17,13,3,1,0,0,,,
4696,14,11,2,24,20,19,19,2,5,3,,,
4697,7,21,7,1,12,22,14,1,1,3,,,
4698,13,17,14,7,19,22,5,3,2,3,,,
4699,23,18,9,20,21b,4,9,2,3,1,L05E021,,
4700,3,7,12,24,9,11,16,0,9,3,,,
4701,9,16,10,12,21,22,11,0,1,2,,,
4702,9,13,17,11,3,3,1,1,0,0,,,
4703,21,15,7,5,1,6,18,1,9,2,,,
4704,12,22,16,11,8,2,18,3,6,4,,,
4705,16,4,13,9,20,15,18,1,5,4,,,
4706,20,4,23,9,19,8,21,0,0,3,,,
4707,9,17,14,23,19,10,4,1,5,2,,,
4708,13,22,5,17,14,14,4,1,9,3,,,
4709,1,11,23,4,24,14,17,0,6,2,,,
4710,15,1,17,3,2,15,22,0,2,2,,,
4711,2,24,9,6,21,23,21,1,0,3,,,
4712,19,6,21,13,4b,14,7,0,7,1,L05E004,,
4713,2,20,10,21,13,17b,20b,2,0,2,"L06E017,L07E020",,
4714,6,5,3,19,22,19,13,2,5,3,,,
4715,7,9,20,13,4,20,19,0,3,2,,,
4716,1,20,6,16,18,8,8,1,8,2,,,
4717,8,21,21,8,13,14,18,3,2,3,,,
4718,6,12,5,14,24,10,6,0,5,3,,,
4719,24,2,1,3,16,7,14,2,4,3,,,
4720,7,18,20,4,21,11,11,1,9,3,,,
4721,6,21,19,17,15,7,1,2,4,2,,,
4722,10,15,16,8,21,14,8,1,6,1,,,
4723,10,5,7,24,7,18,10,2,2,3,,,
4724,6,20,10,20,10,1,24,1,1,0,,,
4725,2,9,8,3,9,22,22,1,1,1,,,
4726,19,5,5,12,6,19,21,2,8,2,,,
4727,7,14,6,9,20,3,12,2,6,3,,,
4728,10,20,16,20,7,22,19,2,8,1,,,
4729,14,19,16,22b,19b,17,20b,1,3,3,"L04E022,L05E019,L07E020",,
4730,21,10,11,2b,15,1,16,2,5,1,L04E002,,
4731,2,11,3,8,9,1,20,3,1,2,,,
4732,13,1,11,1,23,4,14b,2,6,1,L07E014,,
4733,3,17,14,5,22b,9,9,2,6,1,L05E022,,
4734,14,8,22,5,10,12,16,3,4,2,,,
4735,8,20,17,7,9,24,23,0,7,4,,,
4736,10,8,16,23,15,5,17,1,0,0,,,
4737,6,6,15,7,22,1,1,1,4,2,,,
4738,24,23,20,21,15,1,5,1,7,2,,,
4739,10,3,2,22,8,12,13,0,2,3,,,
4740,16,8,11,23,14,13,20,2,6,2,,,
